Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDT09,15.15,Regular,0.012332667,Snack Foods,130.03,OUT017,2007,Small,Tier 2,Supermarket Type1,3559.37
FDF08,14.3,Regular,0.065195229,Fruits and Vegetables,88.99,OUT035,2004,Small,Tier 2,Supermarket Type1,1669.83
FDA43,10.895,Low Fat,0.108253944,Fruits and Vegetables,194.88,OUT010,1998,Medium,Tier 3,Grocery Store,585.24
NCN06,8.39,Low Fat,0.121178848,Household,165.19,OUT017,2007,Small,Tier 2,Supermarket Type1,2784.38
DRF15,18.35,Low Fat,0,Dairy,151.93,OUT013,1987,High,Tier 3,Supermarket Type1,306.27
NCX05,15.2,Low Fat,0.09698132,Health and Hygiene,116.35,OUT013,1987,High,Tier 3,Supermarket Type1,2548.68
FDM21,20.2,Low Fat,0.064351908,Snack Foods,259.46,OUT035,2004,Small,Tier 2,Supermarket Type1,2061.32
NCG54,12.1,Low Fat,0.079419801,Household,172.31,OUT027,1985,Medium,Tier 3,Supermarket Type3,5475.54
FDD26,8.71,Regular,0.072301795,Canned,185.69,OUT045,2002,Small,Tier 2,Supermarket Type1,3331.66
FDU23,12.15,Low Fat,0.021719387,Breads,163.12,OUT035,2004,Small,Tier 2,Supermarket Type1,3467.49
FDO37,8.06,Low Fat,0.021420031,Breakfast,232.03,OUT045,2002,Small,Tier 2,Supermarket Type1,3003.42
FDP19,11.5,Low Fat,0.290430317,Fruits and Vegetables,130.67,OUT010,1998,Medium,Tier 3,Grocery Store,258.33
FDT13,14.85,Low Fat,0.018571641,Canned,187.32,OUT046,1997,Small,Tier 1,Supermarket Type1,4333.69
FDY07,11.8,Low Fat,0,Fruits and Vegetables,45.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,1148.51
DRI47,14.7,Low Fat,0.020952705,Hard Drinks,143.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.82
NCW42,18.2,Low Fat,0.102371638,Household,221.25,OUT019,1985,Small,Tier 1,Grocery Store,663.14
NCQ50,18.75,Low Fat,0.034278798,Household,214.12,OUT013,1987,High,Tier 3,Supermarket Type1,4488.16
FDQ09,7.235,Low Fat,0,Snack Foods,115.18,OUT045,2002,Small,Tier 2,Supermarket Type1,1382.2
FDI20,19.1,Low Fat,0.038377013,Fruits and Vegetables,211.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,4432.23
NCP05,19.6,Low Fat,0.025325897,Health and Hygiene,150.9,OUT049,1999,Medium,Tier 1,Supermarket Type1,3795.06
FDH02,7.27,Regular,0.020898691,Canned,92.25,OUT017,2007,Small,Tier 2,Supermarket Type1,814.94
FDH45,15.1,Regular,0.105881129,Fruits and Vegetables,42.08,OUT045,2002,Small,Tier 2,Supermarket Type1,454.08
DRG49,7.81,Low Fat,0.112906337,Soft Drinks,243.55,OUT010,1998,Medium,Tier 3,Grocery Store,488.7
FDA37,7.81,Regular,0.055216312,Canned,125.5,OUT035,2004,Small,Tier 2,Supermarket Type1,3237.12
FDS13,6.465,Low Fat,0.125210375,Canned,266.89,OUT017,2007,Small,Tier 2,Supermarket Type1,1059.95
NCW42,18.2,Low Fat,0.058185842,Household,220.85,OUT027,1985,Medium,Tier 3,Supermarket Type3,4199.87
FDK15,10.8,Low Fat,0.098814721,Meat,100.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.88
FDX51,9.5,Regular,0.022058724,Meat,196.85,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.41
FDJ20,20.7,Regular,0.100091576,Fruits and Vegetables,125.54,OUT013,1987,High,Tier 3,Supermarket Type1,2105.26
DRK59,8.895,Low Fat,0.075876602,Hard Drinks,235.96,OUT017,2007,Small,Tier 2,Supermarket Type1,1874.89
FDL45,15.6,Low Fat,0.037841362,Snack Foods,125.27,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.58
FDH41,9,Low Fat,0.081943273,Frozen Foods,214.55,OUT013,1987,High,Tier 3,Supermarket Type1,3440.85
FDD05,19.35,Low Fat,0.016645164,Frozen Foods,120.91,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.14
FDZ39,19.7,Regular,0.018061324,Meat,102.6,OUT045,2002,Small,Tier 2,Supermarket Type1,2063.98
FDY35,17.6,Regular,0.028062401,Breads,44.04,OUT019,1985,Small,Tier 1,Grocery Store,91.88
NCE06,5.825,Low Fat,0.091857904,Household,160.79,OUT018,2009,Medium,Tier 3,Supermarket Type2,1617.89
FDE57,9.6,Low Fat,0.036109413,Fruits and Vegetables,140.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,4538.09
FDD33,12.85,Low Fat,0.108633372,Fruits and Vegetables,233.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,2323.64
FDQ10,12.85,Low Fat,0.03324652,Snack Foods,172.44,OUT045,2002,Small,Tier 2,Supermarket Type1,4483.5
FDN15,17.5,Low Fat,0.016720132,Meat,139.92,OUT013,1987,High,Tier 3,Supermarket Type1,419.45
FDS50,17,Low Fat,0.055433377,Dairy,221.11,OUT046,1997,Small,Tier 1,Supermarket Type1,4434.23
FDX21,7.05,Low Fat,0.084966021,Snack Foods,111.19,OUT046,1997,Small,Tier 1,Supermarket Type1,1965.44
FDL58,5.78,Regular,0.074135053,Snack Foods,264.06,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.25
FDK09,15.2,Low Fat,0.091745951,Snack Foods,229.04,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.35
FDS08,5.735,Low Fat,0.056685383,Fruits and Vegetables,178.44,OUT027,1985,Medium,Tier 3,Supermarket Type3,3175.87
FDE20,11.35,Regular,0.00552947,Fruits and Vegetables,169.28,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.91
FDF04,17.5,Low Fat,0.013664703,Frozen Foods,257.73,OUT045,2002,Small,Tier 2,Supermarket Type1,5683.27
FDA50,16.25,Low Fat,0.087310672,Dairy,95.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,1544.66
FDX08,12.85,Low Fat,0.022639195,Fruits and Vegetables,179.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,2165.18
FDD05,19.35,Low Fat,0.016531033,Frozen Foods,122.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.75
FDG41,8.84,Regular,0.076873991,Frozen Foods,109.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,1547.32
FDU39,18.85,Low Fat,0.035863436,Meat,58.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.87
NCQ43,17.75,Low Fat,0.111301625,Others,107.59,OUT046,1997,Small,Tier 1,Supermarket Type1,1528.68
NCY42,6.38,Low Fat,0.015193323,Household,143.35,OUT045,2002,Small,Tier 2,Supermarket Type1,858.88
FDF26,6.825,Regular,0.046408928,Canned,153.3,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.79
FDC20,10.65,Low Fat,0,Fruits and Vegetables,57.13,OUT035,2004,Small,Tier 2,Supermarket Type1,279.64
FDX14,13.1,Low Fat,0.07494003,Dairy,75.04,OUT046,1997,Small,Tier 1,Supermarket Type1,902.82
DRC49,8.67,Low Fat,0.065119701,Soft Drinks,145.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,4026.76
FDM40,10.195,Low Fat,0,Frozen Foods,143.12,OUT017,2007,Small,Tier 2,Supermarket Type1,2410.86
FDE10,6.67,Regular,0.090456903,Snack Foods,131.26,OUT017,2007,Small,Tier 2,Supermarket Type1,2098.6
NCU17,5.32,Low Fat,0.093071679,Health and Hygiene,103.87,OUT045,2002,Small,Tier 2,Supermarket Type1,509.34
FDB36,5.465,Regular,0.048292189,Baking Goods,133.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.09
DRF13,12.1,Low Fat,0.029902679,Soft Drinks,144.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,1161.16
FDL13,13.85,Regular,0.056547986,Breakfast,232.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,6291.81
NCH55,16.35,Low Fat,0.034726222,Household,125.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.05
NCF18,18.35,Low Fat,0.088908547,Household,192.85,OUT013,1987,High,Tier 3,Supermarket Type1,2876.26
FDC09,15.5,Regular,0.044024163,Fruits and Vegetables,102.03,OUT010,1998,Medium,Tier 3,Grocery Store,102.53
FDV09,12.1,Low Fat,0.020568574,Snack Foods,150.47,OUT046,1997,Small,Tier 1,Supermarket Type1,2078.63
FDV09,12.1,Low Fat,0.020564685,Snack Foods,148.27,OUT035,2004,Small,Tier 2,Supermarket Type1,3266.41
FDU16,19.25,Regular,0.058226609,Frozen Foods,85.29,OUT013,1987,High,Tier 3,Supermarket Type1,671.13
FDD26,8.71,Regular,0.072155462,Canned,183.39,OUT046,1997,Small,Tier 1,Supermarket Type1,3146.57
NCA29,10.5,Low Fat,0.027253711,Household,170.91,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1
FDZ26,11.6,Regular,0.144604071,Dairy,240.82,OUT018,2009,Medium,Tier 3,Supermarket Type2,3585.33
FDT56,16,Regular,0.193477995,Fruits and Vegetables,55.92,OUT010,1998,Medium,Tier 3,Grocery Store,405.47
FDF22,6.865,Low Fat,0.056945936,Snack Foods,214.62,OUT045,2002,Small,Tier 2,Supermarket Type1,1923.5
FDH21,10.395,Low Fat,0.031288338,Seafood,159.56,OUT045,2002,Small,Tier 2,Supermarket Type1,2852.29
FDD44,8.05,Regular,0.078400465,Fruits and Vegetables,259.06,OUT046,1997,Small,Tier 1,Supermarket Type1,4380.3
FDS56,5.785,Regular,0.038976089,Fruits and Vegetables,264.23,OUT017,2007,Small,Tier 2,Supermarket Type1,3934.88
FDF21,10.3,Regular,0.058918844,Fruits and Vegetables,191.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,5313.08
FDM44,12.5,Low Fat,0.031176157,Fruits and Vegetables,103.1,OUT018,2009,Medium,Tier 3,Supermarket Type2,722.39
DRK01,7.63,Low Fat,0.061159246,Soft Drinks,92.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,1607.24
FDO22,13.5,Regular,0,Snack Foods,78.4,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.13
FDP57,17.5,Low Fat,0.052550476,Snack Foods,101.3,OUT045,2002,Small,Tier 2,Supermarket Type1,722.39
DRF49,7.27,Low Fat,0.124448295,Soft Drinks,112.05,OUT019,1985,Small,Tier 1,Grocery Store,113.85
DRK11,8.21,Low Fat,0.010808272,Hard Drinks,150.54,OUT018,2009,Medium,Tier 3,Supermarket Type2,1043.97
FDT51,11.65,Regular,0.010963269,Meat,110.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,335.56
FDE58,18.5,Low Fat,0,Snack Foods,119.81,OUT017,2007,Small,Tier 2,Supermarket Type1,4029.42
FDT23,7.72,Regular,0.075035902,Breads,78.8,OUT018,2009,Medium,Tier 3,Supermarket Type2,856.88
NCT42,5.88,Low Fat,0.024882614,Household,149.44,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.53
FDJ41,6.85,Low Fat,0.022878953,Frozen Foods,262.36,OUT035,2004,Small,Tier 2,Supermarket Type1,3924.89
NCF42,17.35,Low Fat,0.166572501,Household,176.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.2
FDA19,7.52,Low Fat,0.055081623,Fruits and Vegetables,128.9,OUT013,1987,High,Tier 3,Supermarket Type1,2055.99
FDW09,13.65,Regular,0.025920816,Snack Foods,81.23,OUT046,1997,Small,Tier 1,Supermarket Type1,2059.99
NCO14,9.6,Low Fat,0.029500321,Household,46.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,802.95
FDO39,6.985,Regular,0.137645467,Meat,185.26,OUT045,2002,Small,Tier 2,Supermarket Type1,2940.17
FDR45,10.8,Low Fat,0,Snack Foods,240.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,4302.4
FDA15,9.3,Low Fat,0.026818196,Dairy,248.91,OUT010,1998,Medium,Tier 3,Grocery Store,498.02
FDY13,12.1,Low Fat,0.030102335,Canned,74.77,OUT013,1987,High,Tier 3,Supermarket Type1,2220.44
FDY31,5.98,Low Fat,0.043740308,Fruits and Vegetables,145.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,2354.27
NCS29,9,Low Fat,0.069653585,Health and Hygiene,266.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,2914.87
FDJ52,7.145,Low Fat,0.01785932,Frozen Foods,160.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,2246.41
NCX41,19,Low Fat,0.017755213,Health and Hygiene,211.72,OUT045,2002,Small,Tier 2,Supermarket Type1,2752.42
FDQ36,7.855,Regular,0.161875063,Baking Goods,35.68,OUT045,2002,Small,Tier 2,Supermarket Type1,335.56
FDV35,19.5,Low Fat,0.128181759,Breads,156.13,OUT035,2004,Small,Tier 2,Supermarket Type1,2792.37
FDE02,8.71,Low Fat,0.121250374,Canned,92.78,OUT046,1997,Small,Tier 1,Supermarket Type1,1032.66
FDA34,11.5,Low Fat,0.014921093,Starchy Foods,173.91,OUT018,2009,Medium,Tier 3,Supermarket Type2,1211.76
NCL42,18.85,Low Fat,0.040434372,Household,244.31,OUT049,1999,Medium,Tier 1,Supermarket Type1,5635.33
FDE14,13.65,Regular,0.031508924,Canned,98.77,OUT045,2002,Small,Tier 2,Supermarket Type1,1697.79
DRD25,6.135,Low Fat,0.079094835,Soft Drinks,114.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,1018.67
DRF01,5.655,Low Fat,0.175793413,Soft Drinks,146.91,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.72
FDF39,14.85,Regular,0.019495051,Dairy,261.29,OUT013,1987,High,Tier 3,Supermarket Type1,10256.65
FDP01,20.75,Regular,0.063313974,Breakfast,153.77,OUT035,2004,Small,Tier 2,Supermarket Type1,1829.62
FDB10,10,Low Fat,0.0674819,Snack Foods,234.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,1181.8
FDY14,10.3,Low Fat,0.070026951,Dairy,263.62,OUT035,2004,Small,Tier 2,Supermarket Type1,6608.07
FDR57,5.675,Regular,0.023496967,Snack Foods,156.13,OUT046,1997,Small,Tier 1,Supermarket Type1,2828.32
NCH29,5.51,Low Fat,0,Health and Hygiene,98.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,1565.96
FDJ45,17.75,Low Fat,0.073559521,Seafood,33.92,OUT045,2002,Small,Tier 2,Supermarket Type1,830.92
FDZ48,17.75,Low Fat,0.07626905,Baking Goods,113.15,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.69
FDV44,8.365,Regular,0.039925235,Fruits and Vegetables,189.22,OUT045,2002,Small,Tier 2,Supermarket Type1,4570.05
FDR01,5.405,Regular,0.093883945,Canned,200.47,OUT019,1985,Small,Tier 1,Grocery Store,398.15
FDZ57,10,Regular,0.03773288,Snack Foods,128.3,OUT013,1987,High,Tier 3,Supermarket Type1,1413.49
FDI08,18.2,Regular,0.066400129,Fruits and Vegetables,250.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,5727.21
DRA24,19.35,Regular,0.039920687,Soft Drinks,163.39,OUT035,2004,Small,Tier 2,Supermarket Type1,3439.52
FDS39,6.895,Low Fat,0.022351808,Meat,143.78,OUT027,1985,Medium,Tier 3,Supermarket Type3,4986.84
NCL31,7.39,Low Fat,0.120180894,Others,141.45,OUT013,1987,High,Tier 3,Supermarket Type1,2290.35
FDD34,7.945,Low Fat,0.015900971,Snack Foods,163.82,OUT049,1999,Medium,Tier 1,Supermarket Type1,1794.33
FDC34,16,Regular,0.172759093,Snack Foods,157.1,OUT046,1997,Small,Tier 1,Supermarket Type1,4673.92
NCK05,20.1,Low Fat,0.077454252,Health and Hygiene,59.25,OUT046,1997,Small,Tier 1,Supermarket Type1,735.04
FDB32,20.6,Low Fat,0.039255412,Fruits and Vegetables,94.48,OUT010,1998,Medium,Tier 3,Grocery Store,93.88
FDC03,8.575,Regular,0.072252888,Dairy,196.58,OUT017,2007,Small,Tier 2,Supermarket Type1,5267.14
FDO19,17.7,Regular,0.016664252,Fruits and Vegetables,47.9,OUT018,2009,Medium,Tier 3,Supermarket Type2,729.05
FDZ28,20,Regular,0.086187886,Frozen Foods,125.47,OUT010,1998,Medium,Tier 3,Grocery Store,127.17
FDK28,5.695,Low Fat,0.109784056,Frozen Foods,256.06,OUT010,1998,Medium,Tier 3,Grocery Store,1288.32
NCU30,5.11,Low Fat,0,Household,164.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,3588.66
FDV57,15.25,Regular,0,Snack Foods,178.17,OUT045,2002,Small,Tier 2,Supermarket Type1,4853.68
FDB02,9.695,Regular,0.029023048,Canned,177.84,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.61
FDD52,18.25,Regular,0.183142346,Dairy,110.36,OUT013,1987,High,Tier 3,Supermarket Type1,2087.28
FDN34,15.6,Regular,0,Snack Foods,170.61,OUT013,1987,High,Tier 3,Supermarket Type1,6595.41
FDB50,13,Low Fat,0.153857402,Canned,76.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.99
FDS55,7.02,Low Fat,0.081290366,Fruits and Vegetables,147.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,2524.05
FDR21,19.7,Low Fat,0.066935459,Snack Foods,177.54,OUT046,1997,Small,Tier 1,Supermarket Type1,3175.87
NCD07,9.1,Low Fat,0.055514919,Household,112.55,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.56
FDO11,8,Regular,0.050657232,Breads,249.91,OUT010,1998,Medium,Tier 3,Grocery Store,249.01
NCC54,17.75,Low Fat,0.098108957,Health and Hygiene,240.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,4579.37
FDV35,19.5,Low Fat,0.128405328,Breads,156.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.97
NCU29,7.685,Low Fat,0.025477448,Health and Hygiene,145.28,OUT046,1997,Small,Tier 1,Supermarket Type1,3515.42
NCZ53,9.6,Low Fat,0.040969757,Health and Hygiene,188.72,OUT010,1998,Medium,Tier 3,Grocery Store,376.84
DRE03,19.6,Low Fat,0.040550868,Dairy,45.57,OUT010,1998,Medium,Tier 3,Grocery Store,47.27
FDZ09,17.6,Low Fat,0.175545889,Snack Foods,163.69,OUT010,1998,Medium,Tier 3,Grocery Store,163.79
FDE40,15.6,Regular,0.099344826,Dairy,63.62,OUT045,2002,Small,Tier 2,Supermarket Type1,743.03
NCS18,12.65,Low Fat,0.042276746,Household,108.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,1500.71
FDX24,8.355,Low Fat,0.013861607,Baking Goods,94.45,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.02
FDS34,19.35,Regular,0.076387367,Snack Foods,112.15,OUT027,1985,Medium,Tier 3,Supermarket Type3,3870.96
NCS53,14.5,Low Fat,0.08996026,Health and Hygiene,159.56,OUT045,2002,Small,Tier 2,Supermarket Type1,1426.14
FDH38,6.425,Low Fat,0.010480751,Canned,116.58,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.8
DRM35,9.695,Low Fat,0.070587419,Hard Drinks,176.93,OUT045,2002,Small,Tier 2,Supermarket Type1,5888.34
DRI25,19.6,Low Fat,0.03387323,Soft Drinks,56.16,OUT013,1987,High,Tier 3,Supermarket Type1,828.92
NCP06,20.7,Low Fat,0.039238384,Household,152.84,OUT035,2004,Small,Tier 2,Supermarket Type1,2569.32
FDT02,12.6,Low Fat,0.024331586,Dairy,34.99,OUT017,2007,Small,Tier 2,Supermarket Type1,529.31
NCP14,8.275,Low Fat,0.110197977,Household,104.23,OUT013,1987,High,Tier 3,Supermarket Type1,3658.57
NCD43,8.85,Low Fat,0.028048877,Household,106.2,OUT019,1985,Small,Tier 1,Grocery Store,210.39
FDP20,19.85,Low Fat,0.045631231,Fruits and Vegetables,128.1,OUT013,1987,High,Tier 3,Supermarket Type1,1265.02
FDK04,7.36,Low Fat,0.087559621,Frozen Foods,55.26,OUT010,1998,Medium,Tier 3,Grocery Store,229.04
FDQ15,20.35,Regular,0.252865979,Meat,82.73,OUT010,1998,Medium,Tier 3,Grocery Store,162.46
FDE11,17.7,Regular,0.135306012,Starchy Foods,183.79,OUT049,1999,Medium,Tier 1,Supermarket Type1,2221.11
FDN01,8.895,Low Fat,0.126760908,Breakfast,176.94,OUT019,1985,Small,Tier 1,Grocery Store,352.87
FDC29,8.39,Regular,0.024201084,Frozen Foods,112.62,OUT035,2004,Small,Tier 2,Supermarket Type1,2175.83
FDC48,9.195,Low Fat,0.015856295,Baking Goods,81.66,OUT035,2004,Small,Tier 2,Supermarket Type1,1403.51
DRF27,8.93,Low Fat,0.028411899,Dairy,152.33,OUT035,2004,Small,Tier 2,Supermarket Type1,2143.88
NCB55,15.7,Low Fat,0.160529322,Household,59.26,OUT013,1987,High,Tier 3,Supermarket Type1,296.28
NCX30,16.7,Low Fat,0.026771204,Household,246.38,OUT017,2007,Small,Tier 2,Supermarket Type1,1981.42
DRN36,15.2,Low Fat,0.049934854,Soft Drinks,95.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588.63
FDP08,20.5,Regular,0.113045883,Fruits and Vegetables,194.15,OUT017,2007,Small,Tier 2,Supermarket Type1,2906.22
NCD31,12.1,Low Fat,0.015359722,Household,163.75,OUT027,1985,Medium,Tier 3,Supermarket Type3,1973.43
FDK45,11.65,Low Fat,0.034049703,Seafood,112.29,OUT017,2007,Small,Tier 2,Supermarket Type1,452.74
DRE49,20.75,Low Fat,0.02128304,Soft Drinks,153.5,OUT049,1999,Medium,Tier 1,Supermarket Type1,2428.84
FDU52,7.56,Low Fat,0.063462048,Frozen Foods,157.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,1721.09
FDD53,16.2,Low Fat,0.074019393,Frozen Foods,41.75,OUT010,1998,Medium,Tier 3,Grocery Store,83.89
FDF11,10.195,Regular,0.017666978,Starchy Foods,239.45,OUT045,2002,Small,Tier 2,Supermarket Type1,4566.72
NCR30,20.6,Low Fat,0.124299531,Household,73.47,OUT019,1985,Small,Tier 1,Grocery Store,298.28
FDD03,13.3,Low Fat,0.079739853,Dairy,233.03,OUT013,1987,High,Tier 3,Supermarket Type1,5359.69
FDF09,6.215,Low Fat,0.012167793,Fruits and Vegetables,37.48,OUT049,1999,Medium,Tier 1,Supermarket Type1,111.85
FDS33,6.67,Regular,0,Snack Foods,90.55,OUT018,2009,Medium,Tier 3,Supermarket Type2,974.07
FDK03,12.6,Regular,0.074338562,Dairy,255.54,OUT017,2007,Small,Tier 2,Supermarket Type1,9664.75
FDD29,12.15,Low Fat,0.018407033,Frozen Foods,254.77,OUT035,2004,Small,Tier 2,Supermarket Type1,5834.41
FDD02,16.6,Low Fat,0.050369191,Canned,117.21,OUT049,1999,Medium,Tier 1,Supermarket Type1,1422.15
FDF29,15.1,Regular,0.019837655,Frozen Foods,128.13,OUT027,1985,Medium,Tier 3,Supermarket Type3,1687.8
FDP59,20.85,Regular,0.056465714,Breads,103.66,OUT046,1997,Small,Tier 1,Supermarket Type1,2285.03
NCN17,11,Low Fat,0.054928641,Health and Hygiene,101.74,OUT035,2004,Small,Tier 2,Supermarket Type1,1508.04
NCM55,15.6,Low Fat,0.066829875,Others,185.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,3146.57
FDD39,16.7,Low Fat,0.122832172,Dairy,217.69,OUT019,1985,Small,Tier 1,Grocery Store,432.77
FDS02,10.195,Regular,0.146692433,Dairy,194.58,OUT017,2007,Small,Tier 2,Supermarket Type1,4096.67
FDN16,12.6,Regular,0.062827447,Frozen Foods,105.1,OUT045,2002,Small,Tier 2,Supermarket Type1,1444.79
FDM21,20.2,Low Fat,0.064464147,Snack Foods,255.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,5410.96
FDJ04,18,Low Fat,0.124959013,Frozen Foods,116.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,355.54
FDT50,6.75,Regular,0,Dairy,96.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.25
FDM27,12.35,Regular,0.15911489,Meat,158.19,OUT018,2009,Medium,Tier 3,Supermarket Type2,1104.56
FDT19,7.59,Regular,0.145335007,Fruits and Vegetables,173.11,OUT045,2002,Small,Tier 2,Supermarket Type1,2077.3
FDQ39,14.8,Low Fat,0.081168135,Meat,190.58,OUT049,1999,Medium,Tier 1,Supermarket Type1,3630.61
NCU30,5.11,Low Fat,0.034874689,Household,161.72,OUT046,1997,Small,Tier 1,Supermarket Type1,2446.82
FDY27,6.38,Low Fat,0.031898175,Dairy,177.43,OUT046,1997,Small,Tier 1,Supermarket Type1,1784.34
FDW14,8.3,Regular,0.038211537,Dairy,87.72,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.96
FDJ21,16.7,Regular,0.03874616,Snack Foods,143.81,OUT017,2007,Small,Tier 2,Supermarket Type1,4811.74
FDX47,6.55,Regular,0.03443677,Breads,156.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,4870.99
FDK56,9.695,Low Fat,0.130261652,Fruits and Vegetables,185.29,OUT045,2002,Small,Tier 2,Supermarket Type1,3367.62
NCN05,8.235,Low Fat,0.014456938,Health and Hygiene,184.8,OUT035,2004,Small,Tier 2,Supermarket Type1,1464.76
FDC26,10.195,Low Fat,0.126383094,Canned,112.19,OUT046,1997,Small,Tier 1,Supermarket Type1,667.13
FDT14,10.695,Regular,0.127620811,Dairy,119.24,OUT013,1987,High,Tier 3,Supermarket Type1,3475.48
FDS36,8.38,Regular,0.046878474,Baking Goods,109.86,OUT035,2004,Small,Tier 2,Supermarket Type1,2307
FDR48,11.65,Low Fat,0.220111117,Baking Goods,153,OUT010,1998,Medium,Tier 3,Grocery Store,455.41
FDM04,9.195,Regular,0.0471117,Frozen Foods,52.07,OUT035,2004,Small,Tier 2,Supermarket Type1,615.2
FDZ37,8.1,Regular,0.019768503,Canned,88.62,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.96
FDE46,18.6,Low Fat,0.015858893,Snack Foods,152.94,OUT017,2007,Small,Tier 2,Supermarket Type1,453.41
NCQ53,17.6,Low Fat,0.018905326,Health and Hygiene,234.66,OUT046,1997,Small,Tier 1,Supermarket Type1,8508.92
NCN42,20.25,Low Fat,0.014280554,Household,148.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,1177.13
DRH11,5.98,Low Fat,0.075675438,Hard Drinks,53.36,OUT049,1999,Medium,Tier 1,Supermarket Type1,331.57
NCI42,18.75,Low Fat,0.010381661,Household,207.9,OUT049,1999,Medium,Tier 1,Supermarket Type1,2292.35
FDT07,5.82,Regular,0.077475884,Fruits and Vegetables,255.33,OUT045,2002,Small,Tier 2,Supermarket Type1,4870.33
DRL60,8.52,Low Fat,0.02705936,Soft Drinks,153.37,OUT046,1997,Small,Tier 1,Supermarket Type1,914.81
FDG20,15.5,Regular,0.126199917,Fruits and Vegetables,178.4,OUT018,2009,Medium,Tier 3,Supermarket Type2,1239.72
FDF56,16.7,Regular,0.119462225,Fruits and Vegetables,182.8,OUT046,1997,Small,Tier 1,Supermarket Type1,1810.98
FDV33,9.6,Regular,0.027454997,Snack Foods,258.13,OUT018,2009,Medium,Tier 3,Supermarket Type2,2324.97
NCF31,9.13,Low Fat,0.051928034,Household,151.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,1973.43
FDD59,10.5,Regular,0,Starchy Foods,78.3,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.13
FDQ52,17,Low Fat,0.119570595,Frozen Foods,249.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,4221.84
